opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,year,quarter,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,profit_margin,close_value_k,sales_cycle,quarter_year,age_in_days
06YBVWXZ,Kami Bicknell,GTXPro,Condax,Lost,3/23/2017,4/3/2017,0,2017,2017Q2,Summer Sewald,West,medical,2017,4.54,9,United States,,GTX,4821,-1,0,11,2017Q2,
ODGKZEVV,Kary Hendrixson,GTXPro,,Engaging,3/23/2017,,,,,Summer Sewald,West,,,,,,,GTX,4821,,,,,283
1VCAS7FL,Lajuana Vencill,MGSpecial,Condax,Lost,3/23/2017,4/5/2017,0,2017,2017Q2,Dustin Brinkmann,Central,medical,2017,4.54,9,United States,,MG,55,-1,0,13,2017Q2,
G2TASA8C,Lajuana Vencill,MGSpecial,Dontechi,Lost,3/23/2017,6/15/2017,0,2017,2017Q2,Dustin Brinkmann,Central,software,1982,4618,10083,United States,,MG,55,-1,0,84,2017Q2,
CRW2CCMB,Markita Hansen,GTXBasic,Nam-zim,Won,3/23/2017,6/5/2017,572,2017,2017Q2,Celia Rouche,West,services,1987,405.59,1179,Brazil,Warephase,GTX,550,0.04,0.572,74,2017Q2,
7FER10E1,Markita Hansen,MGSpecial,Golddex,Won,3/23/2017,6/8/2017,54,2017,2017Q2,Celia Rouche,West,finance,2008,52.5,165,United States,Golddex,MG,55,-0.018181818,0.054,77,2017Q2,
K96NUCWR,Moses Frase,GTXBasic,Dontechi,Lost,3/23/2017,4/1/2017,0,2017,2017Q2,Dustin Brinkmann,Central,software,1982,4618,10083,United States,,GTX,550,-1,0,9,2017Q2,
SE609QTE,Versie Hillebrand,MGSpecial,Stanredtax,Won,3/23/2017,5/5/2017,60,2017,2017Q2,Dustin Brinkmann,Central,finance,1987,1698.2,3798,United States,,MG,55,0.090909091,0.06,43,2017Q2,
CT9XECID,Versie Hillebrand,MGAdvanced,Zumgoity,Won,3/23/2017,4/1/2017,3251,2017,2017Q2,Dustin Brinkmann,Central,medical,1984,441.08,1210,United States,,MG,3393,-0.041850869,3.251,9,2017Q2,
SUO8VZQ8,Vicki Laflamme,GTXPlusPro,Lexiqvolax,Won,3/23/2017,6/14/2017,5930,2017,2017Q2,Celia Rouche,West,medical,2004,1618.89,3889,United States,,GTX,5482,0.081721999,5.93,83,2017Q2,
9LX9MAPU,Violet Mclelland,GTXPlusBasic,Mathtouch,Won,3/23/2017,4/1/2017,941,2017,2017Q2,Cara Losch,East,marketing,1984,3027.46,9516,Jordan,,GTX,1096,-0.141423358,0.941,9,2017Q2,
PHP5V833,Anna Snelling,GTXBasic,Cancity,Lost,3/24/2017,5/18/2017,0,2017,2017Q2,Dustin Brinkmann,Central,retail,2001,718.62,2448,United States,,GTX,550,-1,0,55,2017Q2,
7XEB6TFB,Anna Snelling,MGSpecial,Scottech,Won,3/24/2017,6/6/2017,56,2017,2017Q2,Dustin Brinkmann,Central,marketing,2012,45.39,100,United States,Inity,MG,55,0.018181818,0.056,74,2017Q2,
KV9LW061,Anna Snelling,MGAdvanced,Codehow,Won,3/24/2017,4/4/2017,3445,2017,2017Q2,Dustin Brinkmann,Central,software,1998,2714.9,2641,United States,Acme Corporation,MG,3393,0.01532567,3.445,11,2017Q2,
M41NS5DN,Cassey Cress,GTXPlusPro,,Engaging,3/24/2017,,,,,Rocco Neubert,East,,,,,,,GTX,5482,,,,,282
QIHWKCFK,Cassey Cress,MGAdvanced,Singletechno,Engaging,3/24/2017,,,,,Rocco Neubert,East,retail,1996,2214.94,5374,United States,,MG,3393,,,,,282
8RZ1A49O,Cecily Lampkin,MGSpecial,Bioholding,Won,3/24/2017,3/31/2017,54,2017,2017Q1,Dustin Brinkmann,Central,medical,2012,587.34,1356,Philipines,,MG,55,-0.018181818,0.054,7,2017Q1,
GEJLL5L3,Corliss Cosme,GTXBasic,,Engaging,3/24/2017,,,,,Cara Losch,East,,,,,,,GTX,550,,,,,282
V4EKF9RF,Corliss Cosme,MGAdvanced,Mathtouch,Won,3/24/2017,3/31/2017,3498,2017,2017Q1,Cara Losch,East,marketing,1984,3027.46,9516,Jordan,,MG,3393,0.030946065,3.498,7,2017Q1,
VJ1EK4A3,Daniell Hammack,GTXBasic,Vehement Capital Partners,Won,3/24/2017,4/2/2017,540,2017,2017Q2,Rocco Neubert,East,finance,1993,646.1,883,United States,Golddex,GTX,550,-0.018181818,0.54,9,2017Q2,
65B8HSTW,Daniell Hammack,GTXPro,Gekko & Co,Won,3/24/2017,4/2/2017,4986,2017,2017Q2,Rocco Neubert,East,retail,1990,2520.83,3502,United States,,GTX,4821,0.034225264,4.986,9,2017Q2,
KIJB458K,Darcel Schlecht,GTXPlusPro,Toughzap,Lost,3/24/2017,4/3/2017,0,2017,2017Q2,Melvin Marxen,Central,retail,1995,332.43,799,United States,,GTX,5482,-1,0,10,2017Q2,
8PHJ7N4E,Darcel Schlecht,GTXPlusPro,Domzoom,Won,3/24/2017,5/15/2017,5214,2017,2017Q2,Melvin Marxen,Central,entertainment,1998,217.87,551,United States,,GTX,5482,-0.048887267,5.214,52,2017Q2,
EDAJ0YEW,Darcel Schlecht,GTXPro,Isdom,Won,3/24/2017,3/30/2017,4794,2017,2017Q1,Melvin Marxen,Central,medical,2002,3178.24,4540,United States,,GTX,4821,-0.005600498,4.794,6,2017Q1,
KMB8TJ0I,Hayden Neloms,MGAdvanced,,Engaging,3/24/2017,,,,,Celia Rouche,West,,,,,,,MG,3393,,,,,282
9X5HUUJ5,James Ascencio,GTXPlusBasic,Kan-code,Lost,3/24/2017,4/2/2017,0,2017,2017Q2,Summer Sewald,West,software,1982,11698.03,34288,United States,,GTX,1096,-1,0,9,2017Q2,
CR6ZLEWC,Kary Hendrixson,GTXPlusPro,,Engaging,3/24/2017,,,,,Summer Sewald,West,,,,,,,GTX,5482,,,,,282
21S1ETXM,Kary Hendrixson,GTXPlusBasic,Scotfind,Lost,3/24/2017,4/3/2017,0,2017,2017Q2,Summer Sewald,West,software,1996,6354.87,16780,United States,Bubba Gump,GTX,1096,-1,0,10,2017Q2,
54JFGNXN,Lajuana Vencill,GTXBasic,Cancity,Won,3/24/2017,5/27/2017,648,2017,2017Q2,Dustin Brinkmann,Central,retail,2001,718.62,2448,United States,,GTX,550,0.178181818,0.648,64,2017Q2,
WLXPA3LB,Lajuana Vencill,MGAdvanced,Dontechi,Won,3/24/2017,6/30/2017,3040,2017,2017Q2,Dustin Brinkmann,Central,software,1982,4618,10083,United States,,MG,3393,-0.104037725,3.04,98,2017Q2,
3WQMBMSN,Marty Freudenburg,GTXPlusBasic,Treequote,Won,3/24/2017,6/30/2017,1185,2017,2017Q2,Melvin Marxen,Central,telecommunications,1988,5266.09,8595,United States,Sonron,GTX,1096,0.08120438,1.185,98,2017Q2,
XIKWT7HM,Marty Freudenburg,MGSpecial,Finhigh,Won,3/24/2017,3/26/2017,48,2017,2017Q1,Melvin Marxen,Central,finance,2006,1102.43,1759,United States,,MG,55,-0.127272727,0.048,2,2017Q1,
J9QQVBQX,Maureen Marcano,GTXPlusBasic,J-Texon,Lost,3/24/2017,4/1/2017,0,2017,2017Q2,Summer Sewald,West,retail,1989,1388.67,3583,United States,,GTX,1096,-1,0,8,2017Q2,
I51MJ7PP,Maureen Marcano,GTXPlusBasic,Cheers,Won,3/24/2017,6/30/2017,1021,2017,2017Q2,Summer Sewald,West,entertainment,1993,4269.9,6472,United States,Massive Dynamic,GTX,1096,-0.068430657,1.021,98,2017Q2,
V690FQG4,Maureen Marcano,GTXPlusBasic,Scotfind,Won,3/24/2017,5/26/2017,1264,2017,2017Q2,Summer Sewald,West,software,1996,6354.87,16780,United States,Bubba Gump,GTX,1096,0.153284672,1.264,63,2017Q2,
OSB9S3PI,Moses Frase,MGSpecial,Zumgoity,Lost,3/24/2017,5/23/2017,0,2017,2017Q2,Dustin Brinkmann,Central,medical,1984,441.08,1210,United States,,MG,55,-1,0,60,2017Q2,
JWRSTAU8,Moses Frase,GTXBasic,Ron-tech,Won,3/24/2017,6/12/2017,503,2017,2017Q2,Dustin Brinkmann,Central,medical,1992,3922.42,6837,United States,,GTX,550,-0.085454545,0.503,80,2017Q2,
YYAZ4JBY,Reed Clapper,GTXPro,Ganjaflex,Won,3/24/2017,4/3/2017,4440,2017,2017Q2,Rocco Neubert,East,retail,1995,5158.71,17479,Japan,,GTX,4821,-0.079029247,4.44,10,2017Q2,
8SEGAAT7,Versie Hillebrand,GTXPlusBasic,Inity,Lost,3/24/2017,4/3/2017,0,2017,2017Q2,Dustin Brinkmann,Central,marketing,1986,2403.58,8801,United States,Inity,GTX,1096,-1,0,10,2017Q2,
4L36DJTM,Versie Hillebrand,MGSpecial,Rangreen,Won,3/24/2017,4/2/2017,52,2017,2017Q2,Dustin Brinkmann,Central,technolgy,1987,2938.67,8775,Panama,,MG,55,-0.054545455,0.052,9,2017Q2,
YB20NWM1,Vicki Laflamme,MGSpecial,,Engaging,3/24/2017,,,,,Celia Rouche,West,,,,,,,MG,55,,,,,282
7Z3S4XV9,Vicki Laflamme,GTXBasic,Konex,Lost,3/24/2017,4/3/2017,0,2017,2017Q2,Celia Rouche,West,technolgy,1980,7708.38,13756,United States,,GTX,550,-1,0,10,2017Q2,
SQOW8W0G,Violet Mclelland,GTXBasic,Initech,Lost,3/24/2017,5/5/2017,0,2017,2017Q2,Cara Losch,East,telecommunications,1994,6395.05,20275,United States,,GTX,550,-1,0,42,2017Q2,
W3LGBNI2,Violet Mclelland,MGSpecial,Gekko & Co,Lost,3/24/2017,4/6/2017,0,2017,2017Q2,Cara Losch,East,retail,1990,2520.83,3502,United States,,MG,55,-1,0,13,2017Q2,
J2B3UZXA,Violet Mclelland,GTXBasic,Gekko & Co,Won,3/24/2017,3/26/2017,499,2017,2017Q1,Cara Losch,East,retail,1990,2520.83,3502,United States,,GTX,550,-0.092727273,0.499,2,2017Q1,
43LFUTVM,Zane Levy,GTXPlusPro,,Engaging,3/24/2017,,,,,Summer Sewald,West,,,,,,,GTX,5482,,,,,282
VH78FLDN,Zane Levy,GTXPro,Cheers,Lost,3/24/2017,4/3/2017,0,2017,2017Q2,Summer Sewald,West,entertainment,1993,4269.9,6472,United States,Massive Dynamic,GTX,4821,-1,0,10,2017Q2,
KZKMLY96,Zane Levy,GTXPlusBasic,Condax,Won,3/24/2017,3/29/2017,1159,2017,2017Q1,Summer Sewald,West,medical,2017,4.54,9,United States,,GTX,1096,0.057481752,1.159,5,2017Q1,
9BGKQZ3H,Anna Snelling,MGSpecial,Domzoom,Lost,3/25/2017,4/3/2017,0,2017,2017Q2,Dustin Brinkmann,Central,entertainment,1998,217.87,551,United States,,MG,55,-1,0,9,2017Q2,
H6NJKV4F,Boris Faz,GTXPlusPro,Betasoloin,Won,3/25/2017,5/20/2017,5479,2017,2017Q2,Rocco Neubert,East,medical,1999,251.41,495,United States,,GTX,5482,-0.000547246,5.479,56,2017Q2,
CMS1HUGL,Cassey Cress,MGAdvanced,,Engaging,3/25/2017,,,,,Rocco Neubert,East,,,,,,,MG,3393,,,,,281
6R6S91WE,Daniell Hammack,GTXPro,,Engaging,3/25/2017,,,,,Rocco Neubert,East,,,,,,,GTX,4821,,,,,281
L69Q015M,Daniell Hammack,GTXPro,Zotware,Won,3/25/2017,5/19/2017,4555,2017,2017Q2,Rocco Neubert,East,software,1979,4478.47,13809,United States,,GTX,4821,-0.055175275,4.555,55,2017Q2,
RX3F3VIU,Darcel Schlecht,MGSpecial,Hottechi,Lost,3/25/2017,4/2/2017,0,2017,2017Q2,Melvin Marxen,Central,technolgy,1997,8170.38,16499,Korea,,MG,55,-1,0,8,2017Q2,
R5I9AAFG,Elease Gluck,MGSpecial,Fasehatice,Lost,3/25/2017,5/25/2017,0,2017,2017Q2,Celia Rouche,West,retail,1990,4968.91,7523,United States,,MG,55,-1,0,61,2017Q2,
JQ3HJFNA,Garret Kinder,GTXPlusBasic,Initech,Won,3/25/2017,3/28/2017,1026,2017,2017Q1,Cara Losch,East,telecommunications,1994,6395.05,20275,United States,,GTX,1096,-0.063868613,1.026,3,2017Q1,
XCC1C1GG,Gladys Colclough,GTXBasic,Stanredtax,Won,3/25/2017,4/3/2017,503,2017,2017Q2,Melvin Marxen,Central,finance,1987,1698.2,3798,United States,,GTX,550,-0.085454545,0.503,9,2017Q2,
WI1HQSIS,Gladys Colclough,GTXPlusBasic,Streethex,Won,3/25/2017,6/14/2017,1144,2017,2017Q2,Melvin Marxen,Central,retail,1988,1376.8,1165,Belgium,,GTX,1096,0.04379562,1.144,81,2017Q2,
LCTI4CFV,Gladys Colclough,MGSpecial,Genco Pura Olive Oil Company,Won,3/25/2017,6/16/2017,55,2017,2017Q2,Melvin Marxen,Central,retail,2007,894.33,1635,Italy,,MG,55,0,0.055,83,2017Q2,
3T64Z7DB,Kami Bicknell,GTXBasic,,Engaging,3/25/2017,,,,,Summer Sewald,West,,,,,,,GTX,550,,,,,281
3F2ZPCSL,Kary Hendrixson,GTXPlusBasic,,Engaging,3/25/2017,,,,,Summer Sewald,West,,,,,,,GTX,1096,,,,,281
8GMDSXYY,Markita Hansen,MGAdvanced,Kan-code,Won,3/25/2017,4/6/2017,3181,2017,2017Q2,Celia Rouche,West,software,1982,11698.03,34288,United States,,MG,3393,-0.06248158,3.181,12,2017Q2,
QLTDWAEM,Marty Freudenburg,MGSpecial,Scottech,Won,3/25/2017,6/19/2017,54,2017,2017Q2,Melvin Marxen,Central,marketing,2012,45.39,100,United States,Inity,MG,55,-0.018181818,0.054,86,2017Q2,
XFB1VXQY,Maureen Marcano,MGAdvanced,,Engaging,3/25/2017,,,,,Summer Sewald,West,,,,,,,MG,3393,,,,,281
UB8M6I5R,Maureen Marcano,GTXPro,Singletechno,Won,3/25/2017,6/30/2017,3959,2017,2017Q2,Summer Sewald,West,retail,1996,2214.94,5374,United States,,GTX,4821,-0.178801079,3.959,97,2017Q2,
EBTJPEEY,Niesha Huffines,GTXBasic,Streethex,Won,3/25/2017,5/31/2017,571,2017,2017Q2,Melvin Marxen,Central,retail,1988,1376.8,1165,Belgium,,GTX,550,0.038181818,0.571,67,2017Q2,
ATW70WX1,Reed Clapper,GTXPro,Donquadtech,Lost,3/25/2017,4/5/2017,0,2017,2017Q2,Rocco Neubert,East,technolgy,1992,1712.68,3194,United States,Acme Corporation,GTX,4821,-1,0,11,2017Q2,
9DBMY3OF,Vicki Laflamme,GTXBasic,Kan-code,Lost,3/25/2017,4/4/2017,0,2017,2017Q2,Celia Rouche,West,software,1982,11698.03,34288,United States,,GTX,550,-1,0,10,2017Q2,
HRV9DSYF,Vicki Laflamme,GTXBasic,Blackzim,Won,3/25/2017,4/3/2017,545,2017,2017Q2,Celia Rouche,West,retail,2009,497.11,1588,United States,,GTX,550,-0.009090909,0.545,9,2017Q2,
MNC7Q3JJ,Vicki Laflamme,GTXBasic,Labdrill,Won,3/25/2017,6/21/2017,554,2017,2017Q2,Celia Rouche,West,medical,1985,2741.37,9226,United States,,GTX,550,0.007272727,0.554,88,2017Q2,
TJ03NDNX,Violet Mclelland,MGAdvanced,Iselectrics,Engaging,3/25/2017,,,,,Cara Losch,East,technolgy,2011,527.11,1428,United States,Acme Corporation,MG,3393,,,,,281
E3WWC6FJ,Violet Mclelland,MGSpecial,Yearin,Won,3/25/2017,4/2/2017,68,2017,2017Q2,Cara Losch,East,retail,2005,2261.05,3851,United States,,MG,55,0.236363636,0.068,8,2017Q2,
QKKZQJ46,Violet Mclelland,MGSpecial,Zencorporation,Won,3/25/2017,6/16/2017,52,2017,2017Q2,Cara Losch,East,technolgy,2011,40.79,142,China,,MG,55,-0.054545455,0.052,83,2017Q2,
VRYR5A81,Wilburn Farren,GTXBasic,Finhigh,Engaging,3/25/2017,,,,,Cara Losch,East,finance,2006,1102.43,1759,United States,,GTX,550,,,,,281
M52B4VC5,Anna Snelling,MGSpecial,Globex Corporation,Lost,3/26/2017,4/4/2017,0,2017,2017Q2,Dustin Brinkmann,Central,technolgy,2000,1223.72,2497,Norway,,MG,55,-1,0,9,2017Q2,
Z72Y3C3C,Anna Snelling,MGSpecial,Dontechi,Won,3/26/2017,4/4/2017,54,2017,2017Q2,Dustin Brinkmann,Central,software,1982,4618,10083,United States,,MG,55,-0.018181818,0.054,9,2017Q2,
FQPPZ9NQ,Cassey Cress,MGAdvanced,Donware,Won,3/26/2017,5/25/2017,3822,2017,2017Q2,Rocco Neubert,East,marketing,1999,1197.44,2570,United States,,MG,3393,0.126436782,3.822,60,2017Q2,
DUHS8KVY,Daniell Hammack,GTXPlusBasic,The New York Inquirer,Won,3/26/2017,4/5/2017,971,2017,2017Q2,Rocco Neubert,East,medical,1996,439.21,792,United States,,GTX,1096,-0.114051095,0.971,10,2017Q2,
M72CT8RN,Daniell Hammack,GTXPlusPro,Donware,Won,3/26/2017,4/5/2017,6024,2017,2017Q2,Rocco Neubert,East,marketing,1999,1197.44,2570,United States,,GTX,5482,0.098869026,6.024,10,2017Q2,
XBFTCRLN,Darcel Schlecht,GTXPro,Stanredtax,Won,3/26/2017,4/4/2017,4820,2017,2017Q2,Melvin Marxen,Central,finance,1987,1698.2,3798,United States,,GTX,4821,-0.000207426,4.82,9,2017Q2,
3ZILMRQK,Donn Cantrell,GTXPlusPro,Kinnamplus,Lost,3/26/2017,5/28/2017,0,2017,2017Q2,Rocco Neubert,East,retail,2004,702.72,1831,United States,,GTX,5482,-1,0,63,2017Q2,
FZ72CGOI,Garret Kinder,GTXPro,Plussunin,Lost,3/26/2017,6/25/2017,0,2017,2017Q2,Cara Losch,East,retail,2003,1419.98,4018,United States,,GTX,4821,-1,0,91,2017Q2,
72HZ4LDT,Garret Kinder,MGAdvanced,Ganjaflex,Won,3/26/2017,4/2/2017,2940,2017,2017Q2,Cara Losch,East,retail,1995,5158.71,17479,Japan,,MG,3393,-0.133510168,2.94,7,2017Q2,
J6OQS0AU,Hayden Neloms,MGAdvanced,,Engaging,3/26/2017,,,,,Celia Rouche,West,,,,,,,MG,3393,,,,,280
4X3LNCWH,Hayden Neloms,MGSpecial,Doncon,Won,3/26/2017,4/4/2017,49,2017,2017Q2,Celia Rouche,West,technolgy,2010,587.72,1501,United States,,MG,55,-0.109090909,0.049,9,2017Q2,
97PFKCPG,James Ascencio,GTXPro,,Engaging,3/26/2017,,,,,Summer Sewald,West,,,,,,,GTX,4821,,,,,280
FB9M4FR7,James Ascencio,MGSpecial,,Engaging,3/26/2017,,,,,Summer Sewald,West,,,,,,,MG,55,,,,,280
CMPFB2PS,Jonathan Berthelot,GTXBasic,Conecom,Lost,3/26/2017,4/2/2017,0,2017,2017Q2,Melvin Marxen,Central,technolgy,2005,1520.66,1806,United States,,GTX,550,-1,0,7,2017Q2,
61HW4ELT,Kami Bicknell,GTXPlusBasic,Finjob,Lost,3/26/2017,5/31/2017,0,2017,2017Q2,Summer Sewald,West,employment,1988,2059.9,3644,United States,,GTX,1096,-1,0,66,2017Q2,
F481S8G3,Kami Bicknell,GTXBasic,J-Texon,Won,3/26/2017,5/22/2017,545,2017,2017Q2,Summer Sewald,West,retail,1989,1388.67,3583,United States,,GTX,550,-0.009090909,0.545,57,2017Q2,
5G4I94TF,Kary Hendrixson,GTXPlusPro,Statholdings,Engaging,3/26/2017,,,,,Summer Sewald,West,employment,1997,291.27,586,United States,,GTX,5482,,,,,280
677XNEFB,Markita Hansen,MGSpecial,Y-corporation,Won,3/26/2017,6/18/2017,58,2017,2017Q2,Celia Rouche,West,employment,1983,2871.35,9561,United States,,MG,55,0.054545455,0.058,84,2017Q2,
7L0S5EON,Marty Freudenburg,MGAdvanced,Streethex,Lost,3/26/2017,4/3/2017,0,2017,2017Q2,Melvin Marxen,Central,retail,1988,1376.8,1165,Belgium,,MG,3393,-1,0,8,2017Q2,
A3D8MRDX,Niesha Huffines,GTXPro,Dontechi,Won,3/26/2017,5/12/2017,4280,2017,2017Q2,Melvin Marxen,Central,software,1982,4618,10083,United States,,GTX,4821,-0.112217382,4.28,47,2017Q2,
YE6R6I1K,Reed Clapper,MGAdvanced,Umbrella Corporation,Won,3/26/2017,5/29/2017,2880,2017,2017Q2,Rocco Neubert,East,finance,1998,2022.14,5113,United States,,MG,3393,-0.151193634,2.88,64,2017Q2,
JXUXBANJ,Rosalina Dieter,GTK500,Y-corporation,Won,3/26/2017,4/5/2017,25288,2017,2017Q2,Celia Rouche,West,employment,1983,2871.35,9561,United States,,GTK,26768,-0.055289898,25.288,10,2017Q2,
UWPUJESS,Versie Hillebrand,MGSpecial,Hottechi,Lost,3/26/2017,5/25/2017,0,2017,2017Q2,Dustin Brinkmann,Central,technolgy,1997,8170.38,16499,Korea,,MG,55,-1,0,60,2017Q2,
HSTXUOVW,Vicki Laflamme,MGSpecial,Hatfan,Lost,3/26/2017,5/6/2017,0,2017,2017Q2,Celia Rouche,West,services,1982,792.46,1299,United States,,MG,55,-1,0,41,2017Q2,
2ZT298DY,Zane Levy,GTXBasic,Goodsilron,Lost,3/26/2017,4/4/2017,0,2017,2017Q2,Summer Sewald,West,marketing,2000,2952.73,5107,United States,,GTX,550,-1,0,9,2017Q2,
Z769EPTS,Zane Levy,GTXBasic,Hottechi,Lost,3/26/2017,5/14/2017,0,2017,2017Q2,Summer Sewald,West,technolgy,1997,8170.38,16499,Korea,,GTX,550,-1,0,49,2017Q2,
GOIVV4OG,Cecily Lampkin,MGAdvanced,Zumgoity,Won,3/27/2017,5/29/2017,3267,2017,2017Q2,Dustin Brinkmann,Central,medical,1984,441.08,1210,United States,,MG,3393,-0.037135279,3.267,63,2017Q2,
CJOU1RYX,Daniell Hammack,GTXPlusPro,Betasoloin,Won,3/27/2017,6/9/2017,5182,2017,2017Q2,Rocco Neubert,East,medical,1999,251.41,495,United States,,GTX,5482,-0.054724553,5.182,74,2017Q2,
5OVTFUNQ,Darcel Schlecht,GTXPro,Cancity,Lost,3/27/2017,4/5/2017,0,2017,2017Q2,Melvin Marxen,Central,retail,2001,718.62,2448,United States,,GTX,4821,-1,0,9,2017Q2,
0RNYAI6O,Darcel Schlecht,MGSpecial,Statholdings,Lost,3/27/2017,4/7/2017,0,2017,2017Q2,Melvin Marxen,Central,employment,1997,291.27,586,United States,,MG,55,-1,0,11,2017Q2,
NSI9TMQ1,Garret Kinder,GTXPro,Zencorporation,Lost,3/27/2017,5/31/2017,0,2017,2017Q2,Cara Losch,East,technolgy,2011,40.79,142,China,,GTX,4821,-1,0,65,2017Q2,
2QQD7411,James Ascencio,GTXBasic,Y-corporation,Won,3/27/2017,5/25/2017,540,2017,2017Q2,Summer Sewald,West,employment,1983,2871.35,9561,United States,,GTX,550,-0.018181818,0.54,59,2017Q2,
XR57MBVC,James Ascencio,MGAdvanced,Finjob,Won,3/27/2017,5/1/2017,3492,2017,2017Q2,Summer Sewald,West,employment,1988,2059.9,3644,United States,,MG,3393,0.029177719,3.492,35,2017Q2,
8BY9YRL9,Jonathan Berthelot,GTXPlusPro,dambase,Won,3/27/2017,6/26/2017,5991,2017,2017Q2,Melvin Marxen,Central,marketing,1995,2173.98,2928,United States,Inity,GTX,5482,0.092849325,5.991,91,2017Q2,
7PWQUE7O,Markita Hansen,GTXBasic,Lexiqvolax,Lost,3/27/2017,4/2/2017,0,2017,2017Q2,Celia Rouche,West,medical,2004,1618.89,3889,United States,,GTX,550,-1,0,6,2017Q2,
ELCQKUQU,Markita Hansen,MGAdvanced,Konex,Lost,3/27/2017,4/6/2017,0,2017,2017Q2,Celia Rouche,West,technolgy,1980,7708.38,13756,United States,,MG,3393,-1,0,10,2017Q2,
CVPH0J04,Markita Hansen,GTXPro,Sunnamplex,Won,3/27/2017,6/26/2017,4968,2017,2017Q2,Celia Rouche,West,marketing,2008,894.37,1593,Poland,,GTX,4821,0.030491599,4.968,91,2017Q2,
H8CLNRM2,Maureen Marcano,GTXPro,Konex,Won,3/27/2017,5/26/2017,5006,2017,2017Q2,Summer Sewald,West,technolgy,1980,7708.38,13756,United States,,GTX,4821,0.038373781,5.006,60,2017Q2,
MJBD6V39,Moses Frase,MGSpecial,Conecom,Lost,3/27/2017,5/1/2017,0,2017,2017Q2,Dustin Brinkmann,Central,technolgy,2005,1520.66,1806,United States,,MG,55,-1,0,35,2017Q2,
GQQ01OO5,Reed Clapper,GTXPlusPro,Zotware,Lost,3/27/2017,5/15/2017,0,2017,2017Q2,Rocco Neubert,East,software,1979,4478.47,13809,United States,,GTX,5482,-1,0,49,2017Q2,
B85LVFR1,Reed Clapper,GTXPro,Mathtouch,Won,3/27/2017,4/5/2017,5363,2017,2017Q2,Rocco Neubert,East,marketing,1984,3027.46,9516,Jordan,,GTX,4821,0.112424808,5.363,9,2017Q2,
U8XA7JCO,Versie Hillebrand,MGSpecial,dambase,Won,3/27/2017,6/28/2017,49,2017,2017Q2,Dustin Brinkmann,Central,marketing,1995,2173.98,2928,United States,Inity,MG,55,-0.109090909,0.049,93,2017Q2,
0QPZIIPF,Vicki Laflamme,GTXPlusBasic,Donware,Engaging,3/27/2017,,,,,Celia Rouche,West,marketing,1999,1197.44,2570,United States,,GTX,1096,,,,,279
2GR73FEV,Zane Levy,GTXPlusBasic,Fasehatice,Lost,3/27/2017,4/3/2017,0,2017,2017Q2,Summer Sewald,West,retail,1990,4968.91,7523,United States,,GTX,1096,-1,0,7,2017Q2,
AV4ZPXE3,Zane Levy,MGAdvanced,Doncon,Won,3/27/2017,4/3/2017,4253,2017,2017Q2,Summer Sewald,West,technolgy,2010,587.72,1501,United States,,MG,3393,0.253463012,4.253,7,2017Q2,
X8QV83G1,Anna Snelling,MGSpecial,Codehow,Lost,3/28/2017,4/8/2017,0,2017,2017Q2,Dustin Brinkmann,Central,software,1998,2714.9,2641,United States,Acme Corporation,MG,55,-1,0,11,2017Q2,
T1ZYZ70B,Anna Snelling,MGSpecial,Codehow,Lost,3/28/2017,6/8/2017,0,2017,2017Q2,Dustin Brinkmann,Central,software,1998,2714.9,2641,United States,Acme Corporation,MG,55,-1,0,72,2017Q2,
RO6QLRCX,Cassey Cress,GTXBasic,Plussunin,Won,3/28/2017,5/30/2017,422,2017,2017Q2,Rocco Neubert,East,retail,2003,1419.98,4018,United States,,GTX,550,-0.232727273,0.422,63,2017Q2,
6FT804V9,Cecily Lampkin,GTXBasic,Hottechi,Lost,3/28/2017,4/6/2017,0,2017,2017Q2,Dustin Brinkmann,Central,technolgy,1997,8170.38,16499,Korea,,GTX,550,-1,0,9,2017Q2,
SKTAI2GS,Cecily Lampkin,GTXPlusBasic,Codehow,Won,3/28/2017,4/8/2017,1056,2017,2017Q2,Dustin Brinkmann,Central,software,1998,2714.9,2641,United States,Acme Corporation,GTX,1096,-0.03649635,1.056,11,2017Q2,
YIGSYPWD,Corliss Cosme,GTXPro,Bioplex,Lost,3/28/2017,4/7/2017,0,2017,2017Q2,Cara Losch,East,medical,1991,326.82,1016,United States,,GTX,4821,-1,0,10,2017Q2,
9IP0C0IR,Corliss Cosme,GTXPro,Ganjaflex,Lost,3/28/2017,5/28/2017,0,2017,2017Q2,Cara Losch,East,retail,1995,5158.71,17479,Japan,,GTX,4821,-1,0,61,2017Q2,
E06J9PDT,Darcel Schlecht,GTXPro,Dontechi,Lost,3/28/2017,4/6/2017,0,2017,2017Q2,Melvin Marxen,Central,software,1982,4618,10083,United States,,GTX,4821,-1,0,9,2017Q2,
3OLESA9M,Darcel Schlecht,MGAdvanced,Inity,Lost,3/28/2017,4/3/2017,0,2017,2017Q2,Melvin Marxen,Central,marketing,1986,2403.58,8801,United States,Inity,MG,3393,-1,0,6,2017Q2,
