opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,engage_quarter,year,quarter,manager,regional_office,sector,year_established,revenue,employees,office_location,subsidiary_of,series,sales_price,profit_margin,close_value_k,days_to_close,regional_office_initial,manager_initials,sales_agent_initials,engage_date_formatted,new_opportunity_id,engage_week_number,close_week_number,Central_Cat,East_Cat,West_Cat,Client_Region
HTQO5XIW,James Ascencio,GTXBasic,Faxquote,Won,2017-03-31,2017-04-08,589.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,550,0.07090909090909081,0.589,8.0,W,SS,JA,20170331,W/SS/JA70,13,14,support,support,primary,West Core
XCBKZWDX,Kami Bicknell,MGSpecial,Plusstrip,Lost,2017-03-31,2017-06-20,0.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,entertainment,2002.0,349.81,315.0,United States,,MG,55,-1.0,0.0,81.0,W,SS,KB,20170331,W/SS/KB101,13,25,support,support,primary,West Core
W7F056RK,Kami Bicknell,GTXPro,Sunnamplex,Won,2017-03-31,2017-04-01,5073.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,marketing,2008.0,894.37,1593.0,Poland,,GTX,4821,0.052271313005600506,5.073,1.0,W,SS,KB,20170331,W/SS/KB102,13,13,support,support,primary,West Core
LIQZNH9U,Kary Hendrixson,GTXPlusPro,,Engaging,2017-03-31,2017-12-31,,2017Q1,,,Summer Sewald,West,,,,,,,GTX,5482,,,275.0,W,SS,KH,20170331,W/SS/KH112,13,52,,,,Other
P9LE92UR,Kary Hendrixson,MGSpecial,,Engaging,2017-03-31,2017-12-31,,2017Q1,,,Summer Sewald,West,,,,,,,MG,55,,,275.0,W,SS,KH,20170331,W/SS/KH113,13,52,,,,Other
9LZICBEV,Kary Hendrixson,MGAdvanced,Hottechi,Lost,2017-03-31,2017-04-01,0.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,MG,3393,-1.0,0.0,1.0,W,SS,KH,20170331,W/SS/KH114,13,13,split2,support,split2,Central-West Core
YAKIMBKC,Kary Hendrixson,GTXBasic,Konex,Won,2017-03-31,2017-04-02,609.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,technolgy,1980.0,7708.38,13756.0,United States,,GTX,550,0.10727272727272719,0.609,2.0,W,SS,KH,20170331,W/SS/KH115,13,13,support,split2,split2,East-West Split
FHU2WQ2K,Kary Hendrixson,MGSpecial,Goodsilron,Won,2017-03-31,2017-04-01,55.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,marketing,2000.0,2952.73,5107.0,United States,,MG,55,0.0,0.055,1.0,W,SS,KH,20170331,W/SS/KH116,13,13,support,support,primary,West Core
VF651O1V,Markita Hansen,MGSpecial,Fasehatice,Lost,2017-03-31,2017-04-12,0.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,MG,55,-1.0,0.0,12.0,W,CR,MH,20170331,W/CR/MH72,13,15,support,support,primary,West Core
ISHAZTWG,Maureen Marcano,GTXPlusBasic,Green-Plus,Lost,2017-03-31,2017-04-12,0.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,services,2003.0,692.19,1922.0,United States,,GTX,1096,-1.0,0.0,12.0,W,SS,MM,20170331,W/SS/MM83,13,15,support,support,primary,West Core
0XIPT9AX,Maureen Marcano,GTXPlusPro,Condax,Won,2017-03-31,2017-04-10,5637.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,medical,2017.0,4.54,9.0,United States,,GTX,5482,0.02827435242612175,5.637,10.0,W,SS,MM,20170331,W/SS/MM84,13,15,split3,split3,split3,Split3
UURLD9W8,Maureen Marcano,GTXPlusPro,Plexzap,Won,2017-03-31,2017-04-11,5793.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,retail,2001.0,2437.85,4874.0,United States,,GTX,5482,0.056731120029186455,5.793,11.0,W,SS,MM,20170331,W/SS/MM85,13,15,support,support,primary,West Core
Y975VCYM,Reed Clapper,MGSpecial,Massive Dynamic,Lost,2017-03-31,2017-04-12,0.0,2017Q1,2017.0,2017Q2,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,Massive Dynamic,MG,55,-1.0,0.0,12.0,E,RN,RC,20170331,E/RN/RC54,13,15,support,primary,support,East Core
OPYWK3XE,Rosalina Dieter,GTXBasic,J-Texon,Lost,2017-03-31,2017-04-05,0.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,retail,1989.0,1388.67,3583.0,United States,,GTX,550,-1.0,0.0,5.0,W,CR,RD,20170331,W/CR/RD42,13,14,support,support,primary,West Core
2VTBUOXA,Rosalina Dieter,MGAdvanced,Dalttechnology,Lost,2017-03-31,2017-05-30,0.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,software,2013.0,98.79,96.0,United States,Bubba Gump,MG,3393,-1.0,0.0,60.0,W,CR,RD,20170331,W/CR/RD43,13,22,support,support,primary,West Core
6YEF304L,Rosalina Dieter,GTXBasic,Hottechi,Won,2017-03-31,2017-04-07,520.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550,-0.054545454545454564,0.52,7.0,W,CR,RD,20170331,W/CR/RD44,13,14,split2,support,split2,Central-West Core
6AALZVSE,Rosalina Dieter,MGAdvanced,Finjob,Won,2017-03-31,2017-04-02,4080.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,employment,1988.0,2059.9,3644.0,United States,,MG,3393,0.20247568523430592,4.08,2.0,W,CR,RD,20170331,W/CR/RD45,13,13,support,support,primary,West Core
JF9CTPPZ,Versie Hillebrand,GTXBasic,Inity,Won,2017-03-31,2017-06-30,526.0,2017Q1,2017.0,2017Q2,Dustin Brinkmann,Central,marketing,1986.0,2403.58,8801.0,United States,Inity,GTX,550,-0.043636363636363584,0.526,91.0,C,DB,VH,20170331,C/DB/VH69,13,26,primary,support,support,Central Core
LAH7932Y,Versie Hillebrand,MGSpecial,Scottech,Won,2017-03-31,2017-05-17,57.0,2017Q1,2017.0,2017Q2,Dustin Brinkmann,Central,marketing,2012.0,45.39,100.0,United States,Inity,MG,55,0.036363636363636376,0.057,47.0,C,DB,VH,20170331,C/DB/VH70,13,20,primary,support,support,Central Core
DOGKQHQP,Vicki Laflamme,GTXPro,,Engaging,2017-03-31,2017-12-31,,2017Q1,,,Celia Rouche,West,,,,,,,GTX,4821,,,275.0,W,CR,VL,20170331,W/CR/VL110,13,52,,,,Other
CLOSEH5L,Vicki Laflamme,MGAdvanced,Xx-holding,Lost,2017-03-31,2017-04-09,0.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,finance,1993.0,7537.24,20293.0,United States,,MG,3393,-1.0,0.0,9.0,W,CR,VL,20170331,W/CR/VL111,13,14,support,support,primary,West Core
ZT6XPQR0,Vicki Laflamme,MGSpecial,Y-corporation,Won,2017-03-31,2017-06-28,54.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,employment,1983.0,2871.35,9561.0,United States,,MG,55,-0.018181818181818188,0.054,89.0,W,CR,VL,20170331,W/CR/VL112,13,26,support,support,primary,West Core
MUHI7FIM,Vicki Laflamme,MGAdvanced,Sunnamplex,Won,2017-03-31,2017-04-12,3367.0,2017Q1,2017.0,2017Q2,Celia Rouche,West,marketing,2008.0,894.37,1593.0,Poland,,MG,3393,-0.007662835249042099,3.367,12.0,W,CR,VL,20170331,W/CR/VL113,13,15,support,support,primary,West Core
G3SJ8X1K,Violet Mclelland,MGAdvanced,,Engaging,2017-03-31,2017-12-31,,2017Q1,,,Cara Losch,East,,,,,,,MG,3393,,,275.0,E,CL,VM,20170331,E/CL/VM74,13,52,,,,Other
1WSLRC69,Zane Levy,GTXBasic,Dalttechnology,Won,2017-03-31,2017-04-06,430.0,2017Q1,2017.0,2017Q2,Summer Sewald,West,software,2013.0,98.79,96.0,United States,Bubba Gump,GTX,550,-0.21818181818181814,0.43,6.0,W,SS,ZL,20170331,W/SS/ZL84,13,14,support,support,primary,West Core
ZZJ4I52J,Anna Snelling,GTXBasic,Hottechi,Won,2017-04-01,2017-05-05,518.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550,-0.05818181818181822,0.518,34.0,C,DB,AS,20170401,C/DB/AS86,13,18,split2,support,split2,Central-West Core
IGVGV1O5,Boris Faz,GTXPlusBasic,Umbrella Corporation,Lost,2017-04-01,2017-04-12,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,finance,1998.0,2022.14,5113.0,United States,,GTX,1096,-1.0,0.0,11.0,E,RN,BF,20170401,E/RN/BF42,13,15,support,primary,support,East Core
JW4Q5F4Z,Cassey Cress,MGSpecial,,Engaging,2017-04-01,2017-12-31,,2017Q2,,,Rocco Neubert,East,,,,,,,MG,55,,,274.0,E,RN,CC,20170401,E/RN/CC90,13,52,,,,Other
O5OCDKVH,Corliss Cosme,GTXPlusBasic,Zotware,Lost,2017-04-01,2017-04-11,0.0,2017Q2,2017.0,2017Q2,Cara Losch,East,software,1979.0,4478.47,13809.0,United States,,GTX,1096,-1.0,0.0,10.0,E,CL,CC,20170401,E/CL/CC77,13,15,support,primary,support,East Core
KKRJ6TBY,Daniell Hammack,GTXPro,Scotfind,Engaging,2017-04-01,2017-12-31,,2017Q2,,,Rocco Neubert,East,software,1996.0,6354.87,16780.0,United States,Bubba Gump,GTX,4821,,,274.0,E,RN,DH,20170401,E/RN/DH71,13,52,support,support,primary,West Core
TNUCQKW6,Daniell Hammack,GTXPro,Massive Dynamic,Lost,2017-04-01,2017-04-03,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,entertainment,1989.0,665.06,1095.0,United States,Massive Dynamic,GTX,4821,-1.0,0.0,2.0,E,RN,DH,20170401,E/RN/DH72,13,14,support,primary,support,East Core
T4NRIY5R,Darcel Schlecht,GTXPlusPro,Bioholding,Won,2017-04-01,2017-04-08,5798.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,GTX,5482,0.0576431959139001,5.798,7.0,C,MM,DS,20170401,C/MM/DS135,13,14,primary,support,support,Central Core
5PA21ZHE,Darcel Schlecht,GTXPro,Betatech,Won,2017-04-01,2017-04-10,4685.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,medical,1986.0,647.18,1185.0,Kenya,,GTX,4821,-0.02820991495540348,4.685,9.0,C,MM,DS,20170401,C/MM/DS136,13,15,primary,support,support,Central Core
MCR8YCCY,Darcel Schlecht,MGAdvanced,Genco Pura Olive Oil Company,Won,2017-04-01,2017-06-17,3228.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,retail,2007.0,894.33,1635.0,Italy,,MG,3393,-0.04862953138815207,3.228,77.0,C,MM,DS,20170401,C/MM/DS137,13,24,primary,support,support,Central Core
N4PVP6C0,Donn Cantrell,GTXBasic,Initech,Lost,2017-04-01,2017-04-03,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,telecommunications,1994.0,6395.05,20275.0,United States,,GTX,550,-1.0,0.0,2.0,E,RN,DC,20170401,E/RN/DC60,13,14,support,primary,support,East Core
8INCUUGJ,Elease Gluck,GTXBasic,Plexzap,Won,2017-04-01,2017-06-22,452.0,2017Q2,2017.0,2017Q2,Celia Rouche,West,retail,2001.0,2437.85,4874.0,United States,,GTX,550,-0.17818181818181822,0.452,82.0,W,CR,EG,20170401,W/CR/EG47,13,25,support,support,primary,West Core
CKSNW8DU,Gladys Colclough,GTXPlusBasic,Condax,Lost,2017-04-01,2017-04-11,0.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,medical,2017.0,4.54,9.0,United States,,GTX,1096,-1.0,0.0,10.0,C,MM,GC,20170401,C/MM/GC57,13,15,split3,split3,split3,Split3
MIY4MF3R,Hayden Neloms,MGAdvanced,,Engaging,2017-04-01,2017-12-31,,2017Q2,,,Celia Rouche,West,,,,,,,MG,3393,,,274.0,W,CR,HN,20170401,W/CR/HN53,13,52,,,,Other
JFB4WY8C,Jonathan Berthelot,GTXBasic,Dontechi,Won,2017-04-01,2017-04-08,565.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,software,1982.0,4618.0,10083.0,United States,,GTX,550,0.027272727272727337,0.565,7.0,C,MM,JB,20170401,C/MM/JB51,13,14,primary,support,support,Central Core
BP7JRV1O,Jonathan Berthelot,GTXPlusBasic,Warephase,Won,2017-04-01,2017-06-05,1184.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,services,1997.0,2041.73,5276.0,United States,Warephase,GTX,1096,0.08029197080291972,1.184,65.0,C,MM,JB,20170401,C/MM/JB52,13,23,primary,support,support,Central Core
OREPAY0O,Kami Bicknell,GTXPlusBasic,Hatfan,Won,2017-04-01,2017-06-22,1150.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,1096,0.0492700729927007,1.15,82.0,W,SS,KB,20170401,W/SS/KB103,13,25,support,support,primary,West Core
YLK0MRJ3,Kary Hendrixson,GTXBasic,Iselectrics,Engaging,2017-04-01,2017-12-31,,2017Q2,,,Summer Sewald,West,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,550,,,274.0,W,SS,KH,20170401,W/SS/KH117,13,52,support,primary,support,East Core
XBSZ29VJ,Kary Hendrixson,GTXPlusBasic,Singletechno,Won,2017-04-01,2017-05-24,1110.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,retail,1996.0,2214.94,5374.0,United States,,GTX,1096,0.012773722627737127,1.11,53.0,W,SS,KH,20170401,W/SS/KH118,13,21,support,support,primary,West Core
8BRN98H6,Lajuana Vencill,MGAdvanced,Zumgoity,Lost,2017-04-01,2017-04-10,0.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,medical,1984.0,441.08,1210.0,United States,,MG,3393,-1.0,0.0,9.0,C,DB,LV,20170401,C/DB/LV58,13,15,primary,support,support,Central Core
VZS17M7X,Markita Hansen,MGAdvanced,J-Texon,Won,2017-04-01,2017-04-06,3817.0,2017Q2,2017.0,2017Q2,Celia Rouche,West,retail,1989.0,1388.67,3583.0,United States,,MG,3393,0.12496315944591796,3.817,5.0,W,CR,MH,20170401,W/CR/MH73,13,14,support,support,primary,West Core
49USIHDH,Marty Freudenburg,MGAdvanced,Rundofase,Lost,2017-04-01,2017-04-10,0.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,technolgy,1983.0,1008.06,1238.0,United States,,MG,3393,-1.0,0.0,9.0,C,MM,MF,20170401,C/MM/MF43,13,15,primary,support,support,Central Core
A89TBOY5,Moses Frase,MGAdvanced,Bioholding,Lost,2017-04-01,2017-04-06,0.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,medical,2012.0,587.34,1356.0,Philipines,,MG,3393,-1.0,0.0,5.0,C,DB,MF,20170401,C/DB/MF58,13,14,primary,support,support,Central Core
26XU4887,Niesha Huffines,GTXBasic,Hottechi,Won,2017-04-01,2017-04-10,531.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,550,-0.034545454545454546,0.531,9.0,C,MM,NH,20170401,C/MM/NH38,13,15,split2,support,split2,Central-West Core
QQTQFG9A,Reed Clapper,GTXPlusPro,The New York Inquirer,Lost,2017-04-01,2017-04-04,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,medical,1996.0,439.21,792.0,United States,,GTX,5482,-1.0,0.0,3.0,E,RN,RC,20170401,E/RN/RC55,13,14,support,primary,support,East Core
7O00H1TC,Reed Clapper,MGAdvanced,Ontomedia,Lost,2017-04-01,2017-04-02,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,employment,1997.0,882.12,2769.0,United States,,MG,3393,-1.0,0.0,1.0,E,RN,RC,20170401,E/RN/RC56,13,13,support,primary,support,East Core
LGTIXQ46,Rosalina Dieter,MGSpecial,Blackzim,Won,2017-04-01,2017-04-07,51.0,2017Q2,2017.0,2017Q2,Celia Rouche,West,retail,2009.0,497.11,1588.0,United States,,MG,55,-0.07272727272727275,0.051,6.0,W,CR,RD,20170401,W/CR/RD46,13,14,support,support,primary,West Core
H6I16U57,Rosie Papadopoulos,MGAdvanced,Sunnamplex,Engaging,2017-04-01,2017-12-31,,2017Q2,,,Cara Losch,East,marketing,2008.0,894.37,1593.0,Poland,,MG,3393,,,274.0,E,CL,RP,20170401,E/CL/RP41,13,52,support,support,primary,West Core
KJBYGG1S,Rosie Papadopoulos,GTXPro,Mathtouch,Won,2017-04-01,2017-05-12,5106.0,2017Q2,2017.0,2017Q2,Cara Losch,East,marketing,1984.0,3027.46,9516.0,Jordan,,GTX,4821,0.059116365899191115,5.106,41.0,E,CL,RP,20170401,E/CL/RP42,13,19,support,primary,support,East Core
IXBUR07V,Versie Hillebrand,MGAdvanced,Genco Pura Olive Oil Company,Lost,2017-04-01,2017-04-13,0.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,retail,2007.0,894.33,1635.0,Italy,,MG,3393,-1.0,0.0,12.0,C,DB,VH,20170401,C/DB/VH71,13,15,primary,support,support,Central Core
B6UWHOD4,Versie Hillebrand,MGSpecial,Stanredtax,Won,2017-04-01,2017-04-02,60.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,finance,1987.0,1698.2,3798.0,United States,,MG,55,0.09090909090909083,0.06,1.0,C,DB,VH,20170401,C/DB/VH72,13,13,primary,support,support,Central Core
20CVXRTX,Vicki Laflamme,GTXPro,Kinnamplus,Engaging,2017-04-01,2017-12-31,,2017Q2,,,Celia Rouche,West,retail,2004.0,702.72,1831.0,United States,,GTX,4821,,,274.0,W,CR,VL,20170401,W/CR/VL114,13,52,support,primary,support,East Core
FJ6QV5XK,Vicki Laflamme,GTXPro,Y-corporation,Lost,2017-04-01,2017-04-09,0.0,2017Q2,2017.0,2017Q2,Celia Rouche,West,employment,1983.0,2871.35,9561.0,United States,,GTX,4821,-1.0,0.0,8.0,W,CR,VL,20170401,W/CR/VL115,13,14,support,support,primary,West Core
4DUMR5WD,Wilburn Farren,GTXPlusPro,Zotware,Lost,2017-04-01,2017-04-09,0.0,2017Q2,2017.0,2017Q2,Cara Losch,East,software,1979.0,4478.47,13809.0,United States,,GTX,5482,-1.0,0.0,8.0,E,CL,WF,20170401,E/CL/WF27,13,14,support,primary,support,East Core
AW3L4BTT,Zane Levy,GTXPlusBasic,Hottechi,Lost,2017-04-01,2017-04-02,0.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,technolgy,1997.0,8170.38,16499.0,Korea,,GTX,1096,-1.0,0.0,1.0,W,SS,ZL,20170401,W/SS/ZL85,13,13,split2,support,split2,Central-West Core
RH805ELL,Zane Levy,GTXPro,Hatfan,Won,2017-04-01,2017-06-29,5079.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,services,1982.0,792.46,1299.0,United States,,GTX,4821,0.053515868077162354,5.079,89.0,W,SS,ZL,20170401,W/SS/ZL86,13,26,support,support,primary,West Core
7RI58VF7,Anna Snelling,GTXBasic,Streethex,Won,2017-04-02,2017-06-20,460.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,retail,1988.0,1376.8,1165.0,Belgium,,GTX,550,-0.1636363636363637,0.46,79.0,C,DB,AS,20170402,C/DB/AS87,13,25,primary,support,support,Central Core
VK9KN5PT,Boris Faz,MGAdvanced,,Engaging,2017-04-02,2017-12-31,,2017Q2,,,Rocco Neubert,East,,,,,,,MG,3393,,,273.0,E,RN,BF,20170402,E/RN/BF43,13,52,,,,Other
R15SXOZA,Boris Faz,GTXPlusBasic,Iselectrics,Lost,2017-04-02,2017-06-24,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,technolgy,2011.0,527.11,1428.0,United States,Acme Corporation,GTX,1096,-1.0,0.0,83.0,E,RN,BF,20170402,E/RN/BF44,13,25,support,primary,support,East Core
H00Y9555,Cecily Lampkin,MGAdvanced,Domzoom,Won,2017-04-02,2017-04-10,3343.0,2017Q2,2017.0,2017Q2,Dustin Brinkmann,Central,entertainment,1998.0,217.87,551.0,United States,,MG,3393,-0.014736221632773328,3.343,8.0,C,DB,CL,20170402,C/DB/CL37,13,15,primary,support,support,Central Core
RJYMI03Q,Corliss Cosme,GTXPlusPro,Xx-zobam,Won,2017-04-02,2017-05-28,5125.0,2017Q2,2017.0,2017Q2,Cara Losch,East,entertainment,1989.0,3838.39,8274.0,United States,,GTX,5482,-0.06512221816855157,5.125,56.0,E,CL,CC,20170402,E/CL/CC78,13,21,support,primary,support,East Core
5PJJCTJ9,Darcel Schlecht,MGAdvanced,Bioholding,Won,2017-04-02,2017-04-11,3263.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,medical,2012.0,587.34,1356.0,Philipines,,MG,3393,-0.03831417624521072,3.263,9.0,C,MM,DS,20170402,C/MM/DS138,13,15,primary,support,support,Central Core
J60KKQ4B,Elease Gluck,GTXPlusBasic,Fasehatice,Won,2017-04-02,2017-04-08,976.0,2017Q2,2017.0,2017Q2,Celia Rouche,West,retail,1990.0,4968.91,7523.0,United States,,GTX,1096,-0.10948905109489049,0.976,6.0,W,CR,EG,20170402,W/CR/EG48,13,14,support,support,primary,West Core
X2QRD0DC,Garret Kinder,GTXPro,Plussunin,Won,2017-04-02,2017-04-09,4746.0,2017Q2,2017.0,2017Q2,Cara Losch,East,retail,2003.0,1419.98,4018.0,United States,,GTX,4821,-0.01555693839452399,4.746,7.0,E,CL,GK,20170402,E/CL/GK40,13,14,support,primary,support,East Core
4KIZ9WJ0,Gladys Colclough,GTXPlusBasic,Conecom,Lost,2017-04-02,2017-04-03,0.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,technolgy,2005.0,1520.66,1806.0,United States,,GTX,1096,-1.0,0.0,1.0,C,MM,GC,20170402,C/MM/GC58,13,14,primary,support,support,Central Core
6RQCLF28,Gladys Colclough,GTXBasic,Codehow,Won,2017-04-02,2017-04-11,507.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,software,1998.0,2714.9,2641.0,United States,Acme Corporation,GTX,550,-0.07818181818181813,0.507,9.0,C,MM,GC,20170402,C/MM/GC59,13,15,primary,support,support,Central Core
DQ7GS2BN,James Ascencio,GTXPlusPro,,Engaging,2017-04-02,2017-12-31,,2017Q2,,,Summer Sewald,West,,,,,,,GTX,5482,,,273.0,W,SS,JA,20170402,W/SS/JA71,13,52,,,,Other
T8WC5X1B,James Ascencio,GTXBasic,Konex,Lost,2017-04-02,2017-04-14,0.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,technolgy,1980.0,7708.38,13756.0,United States,,GTX,550,-1.0,0.0,12.0,W,SS,JA,20170402,W/SS/JA72,13,15,support,split2,split2,East-West Split
HO6M5P37,James Ascencio,GTXPro,Fasehatice,Won,2017-04-02,2017-04-09,5693.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,GTX,4821,0.18087533706699865,5.693,7.0,W,SS,JA,20170402,W/SS/JA73,13,14,support,support,primary,West Core
D5VY17OP,Kami Bicknell,GTXPro,,Engaging,2017-04-02,2017-12-31,,2017Q2,,,Summer Sewald,West,,,,,,,GTX,4821,,,273.0,W,SS,KB,20170402,W/SS/KB104,13,52,,,,Other
0J21WQH1,Kami Bicknell,GTXPlusBasic,Fasehatice,Lost,2017-04-02,2017-04-14,0.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,retail,1990.0,4968.91,7523.0,United States,,GTX,1096,-1.0,0.0,12.0,W,SS,KB,20170402,W/SS/KB105,13,15,support,support,primary,West Core
N88UFF5K,Kary Hendrixson,GTXBasic,Labdrill,Lost,2017-04-02,2017-04-03,0.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,medical,1985.0,2741.37,9226.0,United States,,GTX,550,-1.0,0.0,1.0,W,SS,KH,20170402,W/SS/KH119,13,14,support,support,primary,West Core
OV08QE7X,Kary Hendrixson,GTXBasic,Cheers,Won,2017-04-02,2017-04-10,488.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,entertainment,1993.0,4269.9,6472.0,United States,Massive Dynamic,GTX,550,-0.11272727272727268,0.488,8.0,W,SS,KH,20170402,W/SS/KH120,13,15,support,support,primary,West Core
WJLJIWYS,Kary Hendrixson,GTXBasic,Rantouch,Won,2017-04-02,2017-05-20,605.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,telecommunications,1994.0,1188.42,3015.0,United States,,GTX,550,0.10000000000000009,0.605,48.0,W,SS,KH,20170402,W/SS/KH121,13,20,support,support,primary,West Core
BED55OSG,Markita Hansen,GTXPro,,Engaging,2017-04-02,2017-12-31,,2017Q2,,,Celia Rouche,West,,,,,,,GTX,4821,,,273.0,W,CR,MH,20170402,W/CR/MH74,13,52,,,,Other
QJ25CASO,Markita Hansen,GTXPlusPro,Xx-holding,Lost,2017-04-02,2017-05-15,0.0,2017Q2,2017.0,2017Q2,Celia Rouche,West,finance,1993.0,7537.24,20293.0,United States,,GTX,5482,-1.0,0.0,43.0,W,CR,MH,20170402,W/CR/MH75,13,20,support,support,primary,West Core
GJQXUDI3,Marty Freudenburg,GTXPlusBasic,Funholding,Won,2017-04-02,2017-04-11,949.0,2017Q2,2017.0,2017Q2,Melvin Marxen,Central,finance,1991.0,2819.5,7227.0,United States,Golddex,GTX,1096,-0.13412408759124084,0.949,9.0,C,MM,MF,20170402,C/MM/MF44,13,15,primary,support,support,Central Core
OOGOZGGV,Maureen Marcano,GTXPlusBasic,Faxquote,Won,2017-04-02,2017-04-04,882.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,telecommunications,1995.0,1825.82,5595.0,United States,Sonron,GTX,1096,-0.19525547445255476,0.882,2.0,W,SS,MM,20170402,W/SS/MM86,13,14,support,support,primary,West Core
C9XJ9KHD,Maureen Marcano,GTXPlusBasic,Goodsilron,Won,2017-04-02,2017-06-22,1096.0,2017Q2,2017.0,2017Q2,Summer Sewald,West,marketing,2000.0,2952.73,5107.0,United States,,GTX,1096,0.0,1.096,81.0,W,SS,MM,20170402,W/SS/MM87,13,25,support,support,primary,West Core
IWAKTMEB,Reed Clapper,GTXBasic,Donware,Lost,2017-04-02,2017-04-10,0.0,2017Q2,2017.0,2017Q2,Rocco Neubert,East,marketing,1999.0,1197.44,2570.0,United States,,GTX,550,-1.0,0.0,8.0,E,RN,RC,20170402,E/RN/RC57,13,15,support,primary,support,East Core
AKT5EF0X,Reed Clapper,GTXBasic,Donware,Won,2017-04-02,2017-08-04,572.0,2017Q2,2017.0,2017Q3,Rocco Neubert,East,marketing,1999.0,1197.44,2570.0,United States,,GTX,550,0.040000000000000036,0.572,124.0,E,RN,RC,20170402,E/RN/RC58,13,31,support,primary,support,East Core
89064N0X,Rosie Papadopoulos,MGAdvanced,Bluth Company,Lost,2017-04-02,2017-04-07,0.0,2017Q2,2017.0,2017Q2,Cara Losch,East,technolgy,1993.0,1242.32,3027.0,United States,Acme Corporation,MG,3393,-1.0,0.0,5.0,E,CL,RP,20170402,E/CL/RP43,13,14,support,primary,support,East Core
V7YVW4U0,Rosie Papadopoulos,GTXPro,Kinnamplus,Won,2017-04-02,2017-04-12,3731.0,2017Q2,2017.0,2017Q2,Cara Losch,East,retail,2004.0,702.72,1831.0,United States,,GTX,4821,-0.2260941713337482,3.731,10.0,E,CL,RP,20170402,E/CL/RP44,13,15,support,primary,support,East Core
